dataset,case_id,http_success,finish_reason,is_length_capped,is_length_limit_termination,prompt_tokens,completion_tokens,e2e_s,ttft_s,tpot_s,token_count_source,answer_extraction,raw_response_file
humaneval,HumanEval/56,True,stop,False,False,121,1004,15.654129723086953,0.28824628703296185,0.015319923665058814,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00000_7450b50dff3a.json.gz
humaneval,HumanEval/38,True,stop,False,False,187,1750,29.121031345799565,0.29105100594460964,0.016483693733479104,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00001_bf9edc3d1d07.json.gz
humaneval,HumanEval/10,True,stop,False,False,171,1959,33.096499033272266,0.2891693692654371,0.01675553098263883,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00002_d505d82ce89e.json.gz
humaneval,HumanEval/50,True,stop,False,False,120,2005,33.99714337848127,0.2898427788168192,0.016820010279273677,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00003_6222b9f3308a.json.gz
humaneval,HumanEval/27,True,stop,False,False,77,2186,37.3120591416955,0.13042820058763027,0.017016764732772482,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00004_c717ba6bba56.json.gz
humaneval,HumanEval/117,True,stop,False,False,210,2477,42.759393472224474,0.28852229937911034,0.017153017436528823,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00005_09425deda7c0.json.gz
humaneval,HumanEval/127,True,stop,False,False,283,2833,49.4089324939996,0.2918368987739086,0.017343607201703987,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00006_98b9a749f939.json.gz
humaneval,HumanEval/26,True,stop,False,False,113,2108,39.019941503182054,0.09527980349957943,0.018473973279393676,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00007_76934f5896a1.json.gz
humaneval,HumanEval/115,True,stop,False,False,355,1041,19.51164952106774,0.11303124576807022,0.018652517572403528,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00008_80c54a50a177.json.gz
humaneval,HumanEval/161,True,stop,False,False,140,1460,27.318666296079755,0.09698956646025181,0.018657763351349898,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00009_1c7893647126.json.gz
humaneval,HumanEval/28,True,stop,False,False,86,420,7.96376440487802,0.09727933257818222,0.018774427380190545,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00010_88f399f279a6.json.gz
humaneval,HumanEval/111,True,stop,False,False,180,3669,65.13149586692452,0.2879622485488653,0.017678171651683658,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00011_1bbc11f23e15.json.gz
humaneval,HumanEval/69,True,stop,False,False,194,1580,29.314700163900852,0.0984190758317709,0.018503027921513034,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00012_919a468f56b8.json.gz
humaneval,HumanEval/159,True,stop,False,False,319,1267,23.46748155169189,0.10509701445698738,0.01845370026637828,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00013_13235ce0ad4b.json.gz
humaneval,HumanEval/29,True,stop,False,False,116,678,12.191807080060244,0.07946350425481796,0.017891201736787925,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00014_1047455a5140.json.gz
humaneval,HumanEval/0,True,stop,False,False,153,3158,58.90249130688608,0.09909737482666969,0.0186263522116121,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00015_d82bbe058f2c.json.gz
humaneval,HumanEval/78,True,stop,False,False,344,1197,22.68016255646944,0.11127382516860962,0.018870308303763236,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00016_09b43a58cf00.json.gz
humaneval,HumanEval/105,True,stop,False,False,308,1962,37.14069359190762,0.12549673579633236,0.018875674072468786,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00017_be1eb3b9b637.json.gz
humaneval,HumanEval/87,True,stop,False,False,288,3055,58.800722954794765,0.11162324249744415,0.019217124987654655,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00018_8aac81389452.json.gz
humaneval,HumanEval/123,True,stop,False,False,261,2196,44.080955881625414,0.10989016108214855,0.020032376182479848,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00019_de60c03a27b2.json.gz
humaneval,HumanEval/61,True,stop,False,False,118,1084,22.872145622968674,0.10156390070915222,0.021025467887589584,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00020_90114d6ec6ea.json.gz
humaneval,HumanEval/55,True,stop,False,False,84,1495,31.19610657915473,0.11943383514881134,0.020800985772426988,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00021_e5f5630acd2a.json.gz
humaneval,HumanEval/101,True,stop,False,False,145,5290,103.57689311541617,0.09894918277859688,0.019564746442170083,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00022_a6de4bdc99c4.json.gz
humaneval,HumanEval/95,True,stop,False,False,202,2793,58.13675774075091,0.11879326775670052,0.020780073235313112,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00023_f8853c706dc1.json.gz
humaneval,HumanEval/60,True,stop,False,False,133,926,19.528080316260457,0.14281760714948177,0.02095704076660646,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00024_3cb575d5ce14.json.gz
humaneval,HumanEval/19,True,stop,False,False,134,1165,25.936877962201834,0.1235709898173809,0.022176380560467744,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00025_2a6bdf94f301.json.gz
humaneval,HumanEval/113,True,stop,False,False,211,3520,79.10612280294299,0.1054508276283741,0.022449750490285483,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00026_987722152444.json.gz
humaneval,HumanEval/20,True,stop,False,False,195,1874,45.75602378323674,0.11009620502591133,0.02437048989760322,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00027_1aa142d0cf9e.json.gz
humaneval,HumanEval/39,True,stop,False,False,128,5962,129.3104228079319,0.09562274999916553,0.021676698550231962,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00028_72b6acc2e3e0.json.gz
humaneval,HumanEval/86,True,stop,False,False,159,3817,88.72385177016258,0.10343149304389954,0.023223380575764854,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00029_5a55b87f192c.json.gz
humaneval,HumanEval/71,True,stop,False,False,152,4195,97.25874886661768,0.10334974713623524,0.023165331215899247,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00030_af92df87a5f0.json.gz
humaneval,HumanEval/65,True,stop,False,False,115,1855,45.66169623285532,0.13758998550474644,0.02455453411399707,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00031_dada80a836c3.json.gz
humaneval,HumanEval/112,True,stop,False,False,191,1576,38.42136207781732,0.16567490622401237,0.024289325188313213,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00032_b92a70d32396.json.gz
humaneval,HumanEval/118,True,stop,False,False,178,8894,197.83966851606965,0.09805536828935146,0.02223564749216016,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00033_8d3b1d30f7cd.json.gz
humaneval,HumanEval/143,True,stop,False,False,178,1993,49.24795486032963,0.14083754643797874,0.024652167326250828,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00034_42fd167ecaff.json.gz
humaneval,HumanEval/36,True,stop,False,False,113,1474,36.20131782069802,0.11113290302455425,0.024501143868074317,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00035_18187a5fd2c4.json.gz
humaneval,HumanEval/138,True,stop,False,False,106,1508,36.25855027511716,0.1564370784908533,0.023956279493448113,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00036_ea1e33aa7932.json.gz
humaneval,HumanEval/5,True,stop,False,False,121,1120,28.205065874382854,0.10826416499912739,0.025108848712585993,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00037_9b895318d16d.json.gz
humaneval,HumanEval/43,True,stop,False,False,186,4682,116.7976607196033,0.12605076655745506,0.024924505437523146,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00038_b952eba2afb8.json.gz
humaneval,HumanEval/90,True,stop,False,False,153,4428,111.7703038007021,0.13083092868328094,0.025217861502601947,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00039_3ae915f428d3.json.gz
humaneval,HumanEval/11,True,stop,False,False,111,6384,160.75000606290996,0.10803408175706863,0.025167158386519332,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00040_35a3880928bb.json.gz
humaneval,HumanEval/121,True,stop,False,False,132,1159,31.470198806375265,0.12666846439242363,0.027066951936081902,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00041_ff54ab50a194.json.gz
humaneval,HumanEval/140,True,stop,False,False,135,1598,41.91544961184263,0.15599031560122967,0.026148690855504947,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00042_27926e975fba.json.gz
humaneval,HumanEval/92,True,stop,False,False,164,2533,67.1361909005791,0.1199993509799242,0.026467690185465707,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00043_15dc2688a28c.json.gz
humaneval,HumanEval/150,True,stop,False,False,119,1532,40.035570522770286,0.14442014321684837,0.026055617491543722,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00044_5e58e34de9c6.json.gz
humaneval,HumanEval/153,True,stop,False,False,306,1745,46.09060520119965,0.135297492146492,0.026350520475374516,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00045_8bce31c2a19b.json.gz
humaneval,HumanEval/67,True,stop,False,False,255,1055,29.05000135116279,0.14831037819385529,0.027420959177389882,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00046_befb16da7177.json.gz
humaneval,HumanEval/147,True,stop,False,False,197,5962,155.08367671631277,0.12105503864586353,0.025996078120729224,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00047_630c2bdf602e.json.gz
humaneval,HumanEval/98,True,stop,False,False,101,1051,29.239891696721315,0.11898903548717499,0.027734193010699182,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00048_5d7b8701f462.json.gz
humaneval,HumanEval/59,True,stop,False,False,98,3448,93.83746304176748,0.15955822356045246,0.02717664775695011,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00049_5627e560e049.json.gz
humaneval,HumanEval/146,True,stop,False,False,158,2541,71.10895236581564,0.122117193415761,0.027947572902519636,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00050_b62e6dfdf3e8.json.gz
humaneval,HumanEval/48,True,stop,False,False,100,1077,31.123846070840955,0.12094126269221306,0.028813108557759055,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00051_37027f11c3f2.json.gz
humaneval,HumanEval/30,True,stop,False,False,147,687,20.2433422524482,0.1308245174586773,0.029318538972287936,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00052_8cdac6a1f421.json.gz
humaneval,HumanEval/64,True,stop,False,False,155,3559,102.84827487915754,0.15132251381874084,0.028863674076823723,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00053_4176f7e613d6.json.gz
