dataset,case_id,http_success,finish_reason,is_length_capped,prompt_tokens,completion_tokens,e2e_s,ttft_s,tpot_s,token_count_source,answer_extraction,raw_response_file
humaneval,HumanEval/10,True,stop,False,171,1494,19.663256293162704,0.14077860489487648,0.013076006489127814,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00000_d505d82ce89e.json.gz
humaneval,HumanEval/38,True,stop,False,187,1584,20.90112584270537,0.14077721349895,0.013114560094255476,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00001_bf9edc3d1d07.json.gz
humaneval,HumanEval/27,True,stop,False,77,2031,26.82338199391961,0.14152831956744194,0.013143770282932102,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00002_c717ba6bba56.json.gz
humaneval,HumanEval/56,True,stop,False,121,1117,14.88971757516265,0.06757867522537708,0.013281486469477842,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00003_7450b50dff3a.json.gz
humaneval,HumanEval/127,True,stop,False,283,3105,41.175380650907755,0.10417089611291885,0.01323170417358081,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00004_98b9a749f939.json.gz
humaneval,HumanEval/111,True,stop,False,180,1480,19.771562783047557,0.08363025821745396,0.013311651470473362,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00005_1bbc11f23e15.json.gz
humaneval,HumanEval/50,True,stop,False,120,1562,20.880117800086737,0.06536813080310822,0.013334240659374521,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00006_6222b9f3308a.json.gz
humaneval,HumanEval/117,True,stop,False,210,2775,37.047867733985186,0.07671767473220825,0.013327739747387518,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00007_09425deda7c0.json.gz
humaneval,HumanEval/26,True,stop,False,113,2008,26.66295155696571,0.07525086402893066,0.013247484151936611,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00008_76934f5896a1.json.gz
humaneval,HumanEval/161,True,stop,False,140,1420,18.90947082825005,0.08338545262813568,0.013267149665695501,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00009_1c7893647126.json.gz
humaneval,HumanEval/0,True,stop,False,153,2573,34.39239838719368,0.08234691061079502,0.013339833389029115,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00010_d82bbe058f2c.json.gz
humaneval,HumanEval/101,True,stop,False,145,1874,25.08099845983088,0.0808283407241106,0.01334766156919742,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00011_a6de4bdc99c4.json.gz
humaneval,HumanEval/69,True,stop,False,194,1807,24.429328192025423,0.09033894911408424,0.013476738229740498,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00012_919a468f56b8.json.gz
humaneval,HumanEval/159,True,stop,False,319,1417,19.1690830886364,0.10882244259119034,0.013460636049466955,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00013_13235ce0ad4b.json.gz
humaneval,HumanEval/115,True,stop,False,355,2715,36.632679583504796,0.10694734379649162,0.013458265379406155,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00014_80c54a50a177.json.gz
humaneval,HumanEval/28,True,stop,False,86,364,4.936598751693964,0.07772677950561047,0.01338532223743348,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00015_88f399f279a6.json.gz
humaneval,HumanEval/87,True,stop,False,288,2191,29.423639120534062,0.10223590396344662,0.013388768592041377,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00016_8aac81389452.json.gz
humaneval,HumanEval/29,True,stop,False,116,931,12.35766221769154,0.07577455416321754,0.013206330820998197,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00017_1047455a5140.json.gz
humaneval,HumanEval/78,True,stop,False,344,1225,16.377699717879295,0.10382466576993465,0.013295649552376929,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00018_09b43a58cf00.json.gz
humaneval,HumanEval/123,True,stop,False,261,3246,47.35851304233074,0.08868850953876972,0.014566972121045291,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00019_de60c03a27b2.json.gz
humaneval,HumanEval/39,True,stop,False,128,5829,86.94439196772873,0.0723644345998764,0.014905975897928768,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00020_72b6acc2e3e0.json.gz
humaneval,HumanEval/118,True,stop,False,178,7406,108.669035917148,0.08358651399612427,0.014663801404882089,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00021_8d3b1d30f7cd.json.gz
humaneval,HumanEval/105,True,stop,False,308,7636,112.58925712108612,0.09107121080160141,0.014734536465001247,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00022_be1eb3b9b637.json.gz
humaneval,HumanEval/95,True,stop,False,202,2778,43.872383411973715,0.10895348526537418,0.015759247362876608,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00023_f8853c706dc1.json.gz
humaneval,HumanEval/61,True,stop,False,118,740,10.852304911240935,0.1344733126461506,0.014503155072523389,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00024_90114d6ec6ea.json.gz
humaneval,HumanEval/55,True,stop,False,84,1293,18.892755024135113,0.14049093425273895,0.014514136292478618,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00025_e5f5630acd2a.json.gz
humaneval,HumanEval/86,True,stop,False,159,2912,40.21070843562484,0.06572989746928215,0.013790786169067521,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00026_5a55b87f192c.json.gz
humaneval,HumanEval/71,True,stop,False,152,3451,47.667065281420946,0.09251676686108112,0.013789724207118801,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00027_af92df87a5f0.json.gz
humaneval,HumanEval/113,True,stop,False,211,3661,50.61383914016187,0.14457461424171925,0.013789416537136653,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00028_987722152444.json.gz
humaneval,HumanEval/60,True,stop,False,133,841,11.808963315561414,0.0943960603326559,0.013945913399081855,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00029_3cb575d5ce14.json.gz
humaneval,HumanEval/19,True,stop,False,134,1034,13.999764770269394,0.10557104274630547,0.013450332746876174,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00030_2a6bdf94f301.json.gz
humaneval,HumanEval/134,True,length,True,166,8192,110.57577392086387,0.06671116314828396,0.013491522739313342,evalscope_fallback_or_missing,no_closed_think_or_server_reasoning_channel,raw_responses/00031_c6ecb6589022.json.gz
