dataset,case_id,http_success,finish_reason,is_length_capped,prompt_tokens,completion_tokens,e2e_s,ttft_s,tpot_s,token_count_source,answer_extraction,raw_response_file
math_500,test/prealgebra/954.json,True,stop,False,77,2693,48.69490663148463,0.6161536071449518,0.017859863679175213,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00000_abc07b8cf6cc.json.gz
math_500,test/intermediate_algebra/1232.json,True,stop,False,56,3513,65.32179979607463,0.6174584366381168,0.018423787403028618,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00001_e59e6956285a.json.gz
math_500,test/prealgebra/1640.json,True,stop,False,59,4457,85.2013712786138,0.616325031965971,0.018982281473664236,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00002_2108e189b5b8.json.gz
math_500,test/number_theory/1185.json,True,stop,False,86,5217,101.58899044245481,0.6181258540600538,0.01935791115575053,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00003_4e9cb7337435.json.gz
math_500,test/prealgebra/1356.json,True,stop,False,98,2639,55.45129127241671,0.14706015959382057,0.02096445455376152,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00004_ee962a54b3f1.json.gz
math_500,test/intermediate_algebra/986.json,True,stop,False,106,5522,108.03920113295317,0.6121710911393166,0.01945789350512839,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00005_c25cf2cd7750.json.gz
math_500,test/algebra/1143.json,True,stop,False,66,4524,99.0283069498837,0.14842833764851093,0.021861569447763695,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00006_ecff3a7b6952.json.gz
math_500,test/number_theory/466.json,True,stop,False,56,2658,59.741392590105534,0.16669614054262638,0.02242179015790851,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00007_2a302ad965bf.json.gz
math_500,test/number_theory/515.json,True,stop,False,42,4191,96.49656342156231,0.18009230680763721,0.02298722460972665,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00008_58b5d6e1e2d0.json.gz
math_500,test/precalculus/779.json,True,stop,False,58,2109,52.4544303715229,0.16191278770565987,0.02480669714602336,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00009_1ce45577d321.json.gz
math_500,test/intermediate_algebra/1168.json,True,stop,False,77,2103,55.35570862144232,0.16796230524778366,0.026254874555753822,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00010_a6903a5c173f.json.gz
math_500,test/intermediate_algebra/966.json,True,stop,False,71,8786,216.92999969236553,0.1716644037514925,0.02467368643012112,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00011_073583dd5bb3.json.gz
math_500,test/precalculus/989.json,True,stop,False,75,13541,310.7356333322823,0.6171429976820946,0.022903876686454962,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00012_efcc89122da6.json.gz
