dataset,case_id,http_success,finish_reason,is_length_capped,prompt_tokens,completion_tokens,e2e_s,ttft_s,tpot_s,token_count_source,answer_extraction,raw_response_file
math_500,test/intermediate_algebra/986.json,True,stop,False,106,3723,52.95170042105019,0.15775872208178043,0.014184293847116714,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00000_c25cf2cd7750.json.gz
math_500,test/number_theory/1185.json,True,stop,False,86,4943,70.92055779136717,0.15866868942975998,0.014318472096709311,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00001_4e9cb7337435.json.gz
math_500,test/intermediate_algebra/1232.json,True,stop,False,56,2464,35.438794918358326,0.14725402370095253,0.014328680834209247,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00002_e59e6956285a.json.gz
math_500,test/geometry/434.json,True,stop,False,173,10620,168.24460694007576,0.17207589745521545,0.015827529055713396,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00003_397436299cf0.json.gz
math_500,test/precalculus/989.json,True,stop,False,75,9776,157.75943554751575,0.14362750388681889,0.01612437933950168,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00004_efcc89122da6.json.gz
math_500,test/prealgebra/1640.json,True,stop,False,59,2607,36.85290590673685,0.19577771611511707,0.014066434455342185,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00005_2108e189b5b8.json.gz
math_500,test/prealgebra/954.json,True,stop,False,77,2175,32.31274311244488,0.14736418426036835,0.014795482487665367,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00006_abc07b8cf6cc.json.gz
math_500,test/prealgebra/1356.json,True,stop,False,98,1310,20.896707290783525,0.1356867365539074,0.015860214327142564,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00007_ee962a54b3f1.json.gz
math_500,test/algebra/1143.json,True,stop,False,66,3892,65.75701976194978,0.15906554274260998,0.01685889339995044,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00008_ecff3a7b6952.json.gz
math_500,test/geometry/880.json,True,length,True,167,16384,274.6856561899185,0.217030368745327,0.016753258000437844,evalscope_fallback_or_missing,no_closed_think_or_server_reasoning_channel,raw_responses/00009_ddc27cd7dc7e.json.gz
math_500,test/intermediate_algebra/966.json,True,stop,False,71,9201,164.97666885703802,0.17127976566553116,0.017913629249062226,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00010_073583dd5bb3.json.gz
math_500,test/prealgebra/2086.json,True,stop,False,56,4461,71.58558162115514,0.27018314599990845,0.015989999658106553,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00011_c41d44d9e74f.json.gz
math_500,test/number_theory/515.json,True,stop,False,42,3800,55.10064512677491,0.23805464804172516,0.014441324158655747,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00012_58b5d6e1e2d0.json.gz
math_500,test/number_theory/466.json,True,stop,False,56,2658,38.18089896067977,0.1703218650072813,0.014305825026598603,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00013_2a302ad965bf.json.gz
math_500,test/precalculus/779.json,True,stop,False,58,2055,28.700348703190684,0.14178023114800453,0.013903879489796826,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00014_1ce45577d321.json.gz
math_500,test/intermediate_algebra/1168.json,True,stop,False,77,2095,30.504566779360175,0.14610733650624752,0.014497831634600729,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00015_a6903a5c173f.json.gz
math_500,test/number_theory/203.json,True,stop,False,47,7052,104.25137736834586,0.15684978663921356,0.014763087162346708,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00016_19407cc7c7e6.json.gz
math_500,test/precalculus/1252.json,True,stop,False,84,3829,58.58240106329322,0.199283080175519,0.015251598219205251,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00017_c6413f755504.json.gz
math_500,test/prealgebra/1804.json,True,stop,False,338,1909,31.42893405072391,0.22921879775822163,0.01635205201937405,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00018_479e865ce381.json.gz
math_500,test/number_theory/417.json,True,stop,False,42,9646,152.54422793723643,0.1332820001989603,0.015802068007987297,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00019_4f43be77467d.json.gz
math_500,test/intermediate_algebra/591.json,True,stop,False,72,2839,40.746896335855126,0.11965578235685825,0.014315447693269298,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00020_e163cbd7af39.json.gz
math_500,test/number_theory/89.json,True,stop,False,52,3844,60.51528389751911,0.17266086861491203,0.01570195759274114,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00021_e91cf3157bab.json.gz
math_500,test/intermediate_algebra/128.json,True,stop,False,76,8157,126.2638428490609,0.14218546263873577,0.015463665692302864,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00022_4f9056e89995.json.gz
math_500,test/algebra/1937.json,True,stop,False,47,2028,28.442347483709455,0.18161062709987164,0.013942149411252878,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00023_1f48800fb5fe.json.gz
math_500,test/intermediate_algebra/1572.json,True,stop,False,89,1747,25.65069865062833,0.15826687961816788,0.014600476386603757,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00024_15c33d18eed8.json.gz
math_500,test/geometry/226.json,True,stop,False,202,5297,77.29983336292207,0.1811862327158451,0.014561678083498154,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00025_c84d627b4682.json.gz
math_500,test/prealgebra/1747.json,True,stop,False,43,1717,25.127657493576407,0.14681326411664486,0.01455760153231921,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00026_90767d48348b.json.gz
math_500,test/number_theory/357.json,True,stop,False,49,3709,52.78911864198744,0.1705972570925951,0.014190539747814144,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00027_d6bd4523eac1.json.gz
math_500,test/number_theory/1065.json,True,stop,False,64,4186,60.239109290763736,0.14314556680619717,0.014359847962713869,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00028_54bcba5b150e.json.gz
math_500,test/algebra/2157.json,True,stop,False,48,2443,34.92800982296467,0.15942511521279812,0.014237749675574066,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00029_9307f340856a.json.gz
math_500,test/geometry/967.json,True,stop,False,57,1981,28.332854468375444,0.15616675280034542,0.014230650361401566,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00030_2f6421c7d2c5.json.gz
math_500,test/intermediate_algebra/960.json,True,length,True,91,16384,241.20466555655003,0.14439520053565502,0.014714049341147187,evalscope_fallback_or_missing,no_closed_think_or_server_reasoning_channel,raw_responses/00031_e917e86e556e.json.gz
