dataset,case_id,http_success,finish_reason,is_length_capped,prompt_tokens,completion_tokens,e2e_s,ttft_s,tpot_s,token_count_source,answer_extraction,raw_response_file
humaneval,HumanEval/56,True,stop,False,121,977,18.553012086078525,2.193198749795556,0.016762103828158778,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00000_7450b50dff3a.json.gz
humaneval,HumanEval/38,True,stop,False,187,1159,21.759336633607745,2.1937836091965437,0.016895987067712608,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00001_bf9edc3d1d07.json.gz
humaneval,HumanEval/50,True,stop,False,120,1460,27.18138714507222,2.1944313291460276,0.017126083492752704,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00002_6222b9f3308a.json.gz
humaneval,HumanEval/27,True,stop,False,77,1486,27.71139187924564,2.194329487159848,0.01718320699803757,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00003_c717ba6bba56.json.gz
humaneval,HumanEval/111,True,stop,False,180,1648,30.669791165739298,0.6909805610775948,0.01820207079821597,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00004_1bbc11f23e15.json.gz
humaneval,HumanEval/0,True,stop,False,153,1244,22.77764816209674,0.21787668205797672,0.01814945412714301,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00005_d82bbe058f2c.json.gz
humaneval,HumanEval/10,True,stop,False,171,2480,45.89677323587239,2.1962943393737078,0.017628269018353643,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00006_d505d82ce89e.json.gz
humaneval,HumanEval/117,True,stop,False,210,2606,48.2914460580796,2.193817798048258,0.017695826587344084,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00007_09425deda7c0.json.gz
humaneval,HumanEval/161,True,stop,False,140,1303,24.008448546752334,0.16934489272534847,0.018309603420911664,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00008_1c7893647126.json.gz
humaneval,HumanEval/127,True,stop,False,283,3167,58.18877165392041,2.196248572319746,0.017685572672647084,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00009_98b9a749f939.json.gz
humaneval,HumanEval/28,True,stop,False,86,409,7.239327546209097,0.1383576299995184,0.01740433802992544,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00010_88f399f279a6.json.gz
humaneval,HumanEval/29,True,stop,False,116,768,13.59296016022563,0.1221129484474659,0.017563034174417423,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00011_1047455a5140.json.gz
humaneval,HumanEval/101,True,stop,False,145,2558,46.45657381974161,0.1715978216379881,0.018101281188151592,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00012_a6de4bdc99c4.json.gz
humaneval,HumanEval/26,True,stop,False,113,3061,55.54023286700249,0.12288565747439861,0.01811024418612029,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00013_76934f5896a1.json.gz
humaneval,HumanEval/159,True,stop,False,319,1831,33.132127014920115,0.2855952847748995,0.017948924442702303,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00014_13235ce0ad4b.json.gz
humaneval,HumanEval/69,True,stop,False,194,2242,40.608613308519125,0.12562132440507412,0.01806469968055067,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00015_919a468f56b8.json.gz
