dataset,case_id,http_success,finish_reason,is_length_capped,prompt_tokens,completion_tokens,e2e_s,ttft_s,tpot_s,token_count_source,answer_extraction,raw_response_file
humaneval,HumanEval/38,True,stop,False,187,1145,17.519287219271064,0.46230324916541576,0.014909951022819622,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00000_bf9edc3d1d07.json.gz
humaneval,HumanEval/27,True,stop,False,77,2061,31.977761331945658,0.46310499496757984,0.015298376862610718,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00001_c717ba6bba56.json.gz
humaneval,HumanEval/10,True,stop,False,171,2573,40.150346050038934,0.4621755238622427,0.015430859458078029,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00002_d505d82ce89e.json.gz
humaneval,HumanEval/56,True,stop,False,121,923,14.871554823592305,0.13580426201224327,0.015982375880238677,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00003_7450b50dff3a.json.gz
humaneval,HumanEval/127,True,stop,False,283,3793,59.7645836956799,0.4617757573723793,0.01563892614406844,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00004_98b9a749f939.json.gz
humaneval,HumanEval/117,True,stop,False,210,2806,44.91312990523875,0.18374445289373398,0.015946304974098043,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00005_09425deda7c0.json.gz
humaneval,HumanEval/50,True,stop,False,120,1250,19.96212000772357,0.12145854346454144,0.01588523736129626,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00006_6222b9f3308a.json.gz
humaneval,HumanEval/111,True,stop,False,180,2785,44.18811926431954,0.1834015566855669,0.015806292280040938,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00007_1bbc11f23e15.json.gz
humaneval,HumanEval/0,True,stop,False,153,2026,31.759700939059258,0.18084558844566345,0.015594496469438812,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00008_d82bbe058f2c.json.gz
humaneval,HumanEval/161,True,stop,False,140,1170,18.915158146992326,0.19815060310065746,0.01601112706919732,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00009_1c7893647126.json.gz
humaneval,HumanEval/26,True,stop,False,113,3963,63.34900334849954,0.15157032944262028,0.015950891726162774,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00010_76934f5896a1.json.gz
humaneval,HumanEval/115,True,stop,False,355,2586,42.49028392508626,0.3292136378586292,0.016309891793898502,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00011_80c54a50a177.json.gz
humaneval,HumanEval/69,True,stop,False,194,2162,35.65170716308057,0.1227711159735918,0.016440969943131413,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00012_919a468f56b8.json.gz
humaneval,HumanEval/28,True,stop,False,86,390,6.450034650042653,0.1351541168987751,0.016233626049213055,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00013_88f399f279a6.json.gz
humaneval,HumanEval/159,True,stop,False,319,1491,24.99468202702701,0.2961655054241419,0.01657618558496837,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00014_13235ce0ad4b.json.gz
humaneval,HumanEval/101,True,stop,False,145,5033,81.72811611369252,0.18218029290437698,0.016205472142445974,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00015_a6de4bdc99c4.json.gz
humaneval,HumanEval/29,True,stop,False,116,1060,16.377294151112437,0.12299284897744656,0.015348726442053815,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00016_1047455a5140.json.gz
humaneval,HumanEval/87,True,stop,False,288,2503,40.044717971235514,0.25528859347105026,0.01590304931165646,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00017_8aac81389452.json.gz
humaneval,HumanEval/78,True,stop,False,344,879,14.14527066797018,0.23354628682136536,0.01584478858900776,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00018_09b43a58cf00.json.gz
humaneval,HumanEval/123,True,stop,False,261,2280,37.62042900174856,0.26667569018900394,0.016390413914681684,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00019_de60c03a27b2.json.gz
humaneval,HumanEval/118,True,stop,False,178,5473,90.1523073259741,0.17143569514155388,0.016443872739552733,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00020_8d3b1d30f7cd.json.gz
humaneval,HumanEval/105,True,stop,False,308,5602,92.46973262540996,0.30372411012649536,0.016455277363914205,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00021_be1eb3b9b637.json.gz
humaneval,HumanEval/61,True,stop,False,118,837,13.899745291098952,0.1655446719378233,0.01642846964014489,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00022_90114d6ec6ea.json.gz
humaneval,HumanEval/95,True,stop,False,202,2296,39.713359259068966,0.14291979745030403,0.017242021551903557,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00023_f8853c706dc1.json.gz
humaneval,HumanEval/55,True,stop,False,84,2044,34.34678944759071,0.1735312957316637,0.016726998605902616,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00024_e5f5630acd2a.json.gz
humaneval,HumanEval/39,True,stop,False,128,6356,107.29868671298027,0.135359987616539,0.01686283662082828,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00025_72b6acc2e3e0.json.gz
humaneval,HumanEval/71,True,stop,False,152,4992,84.03271208889782,0.18366539850831032,0.016800049427046587,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00026_af92df87a5f0.json.gz
humaneval,HumanEval/60,True,stop,False,133,1128,20.228933323174715,0.2414583507925272,0.01773511532598242,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00027_3cb575d5ce14.json.gz
humaneval,HumanEval/19,True,stop,False,134,1010,19.17148257046938,0.1947106122970581,0.018807504418406663,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00028_2a6bdf94f301.json.gz
humaneval,HumanEval/113,True,stop,False,211,7404,128.38341514766216,0.18850573524832726,0.017316616157289456,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00029_987722152444.json.gz
humaneval,HumanEval/134,True,length,True,166,8192,141.78800523653626,0.20291553251445293,0.01728544618532802,evalscope_fallback_or_missing,no_closed_think_or_server_reasoning_channel,raw_responses/00030_c6ecb6589022.json.gz
humaneval,HumanEval/86,True,length,True,159,8192,139.4046856444329,0.22652465477585793,0.016991595774588822,evalscope_fallback_or_missing,no_closed_think_or_server_reasoning_channel,raw_responses/00031_5a55b87f192c.json.gz
