dataset,case_id,http_success,finish_reason,is_length_capped,prompt_tokens,completion_tokens,e2e_s,ttft_s,tpot_s,token_count_source,answer_extraction,raw_response_file
humaneval,HumanEval/56,True,stop,False,121,900,14.462033858522773,0.8615171108394861,0.015128494713774513,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00000_7450b50dff3a.json.gz
humaneval,HumanEval/50,True,stop,False,120,1300,21.33306855149567,0.863211814314127,0.01575816530960858,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00001_6222b9f3308a.json.gz
humaneval,HumanEval/111,True,stop,False,180,1352,22.264181472361088,0.8632478173822165,0.015840809515158306,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00002_1bbc11f23e15.json.gz
humaneval,HumanEval/10,True,stop,False,171,2402,41.98982784897089,0.8619609531015158,0.017129473925809817,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00003_d505d82ce89e.json.gz
humaneval,HumanEval/117,True,stop,False,210,2424,42.44922493956983,0.8622805960476398,0.01716341078973264,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00004_09425deda7c0.json.gz
humaneval,HumanEval/27,True,stop,False,77,3110,56.29626222141087,0.862992811948061,0.01782993548068923,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00005_c717ba6bba56.json.gz
humaneval,HumanEval/161,True,stop,False,140,1172,24.09198789484799,0.10620324872434139,0.020483163660225148,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00006_1c7893647126.json.gz
humaneval,HumanEval/26,True,stop,False,113,2875,56.02251537144184,0.09935256093740463,0.01945830299600015,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00007_76934f5896a1.json.gz
humaneval,HumanEval/38,True,stop,False,187,3816,71.30646872520447,0.14991961233317852,0.018651782205208727,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00008_bf9edc3d1d07.json.gz
humaneval,HumanEval/28,True,stop,False,86,422,8.742758143693209,0.12595375627279282,0.020467468853730204,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00009_88f399f279a6.json.gz
humaneval,HumanEval/101,True,stop,False,145,2925,58.65164763107896,0.09903879836201668,0.020024832022133017,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00010_a6de4bdc99c4.json.gz
humaneval,HumanEval/115,True,stop,False,355,2233,46.34988342411816,0.11662810854613781,0.020713824066116496,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00011_80c54a50a177.json.gz
humaneval,HumanEval/0,True,stop,False,153,3573,72.02846678905189,0.09985114447772503,0.020136790494001727,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00012_d82bbe058f2c.json.gz
humaneval,HumanEval/29,True,stop,False,116,616,12.94820380397141,0.10687338188290596,0.020880212068436592,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00013_1047455a5140.json.gz
humaneval,HumanEval/159,True,stop,False,319,1534,32.129958510398865,0.12876946479082108,0.020874878699026773,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00014_13235ce0ad4b.json.gz
humaneval,HumanEval/69,True,stop,False,194,2312,48.35382188297808,0.12882987596094608,0.020867586329302093,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00015_919a468f56b8.json.gz
humaneval,HumanEval/87,True,stop,False,288,1989,41.32158876955509,0.12397986650466919,0.020723143311393574,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00016_8aac81389452.json.gz
humaneval,HumanEval/78,True,stop,False,344,1124,23.37849274277687,0.14047991298139095,0.02069279860177692,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00017_09b43a58cf00.json.gz
humaneval,HumanEval/105,True,stop,False,308,1408,29.349197128787637,0.12123430147767067,0.020773250054946672,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00018_be1eb3b9b637.json.gz
humaneval,HumanEval/61,True,stop,False,118,937,20.601933903992176,0.08738075569272041,0.021917257637072068,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00019_90114d6ec6ea.json.gz
humaneval,HumanEval/55,True,stop,False,84,2082,48.05260005965829,0.10721354559063911,0.023039589867403964,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00020_e5f5630acd2a.json.gz
humaneval,HumanEval/95,True,stop,False,202,2499,57.09853163547814,0.10691154561936855,0.022814899955908234,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00021_f8853c706dc1.json.gz
humaneval,HumanEval/127,True,length,True,283,8192,168.4538617171347,0.8645806889981031,0.020460173486526262,evalscope_fallback_or_missing,no_closed_think_or_server_reasoning_channel,raw_responses/00022_98b9a749f939.json.gz
humaneval,HumanEval/123,True,stop,False,261,3710,84.18627232126892,0.1178517360240221,0.022666061090656484,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00023_de60c03a27b2.json.gz
humaneval,HumanEval/118,True,stop,False,178,4786,106.8161014020443,0.10730919241905212,0.022300688027089916,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00024_8d3b1d30f7cd.json.gz
humaneval,HumanEval/60,True,stop,False,133,1026,22.41249836049974,0.17026608064770699,0.02169973880961174,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00025_3cb575d5ce14.json.gz
humaneval,HumanEval/113,True,stop,False,211,3244,74.64146118238568,0.10670116730034351,0.022983274750257583,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00026_987722152444.json.gz
humaneval,HumanEval/19,True,stop,False,134,1113,22.834969138726592,0.13121899962425232,0.020417041491998508,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00027_2a6bdf94f301.json.gz
humaneval,HumanEval/71,True,stop,False,152,3773,83.44515873119235,0.11213988810777664,0.02209252885553674,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00028_af92df87a5f0.json.gz
humaneval,HumanEval/39,True,stop,False,128,6849,147.72915541566908,0.1051780954003334,0.021557239678777564,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00029_72b6acc2e3e0.json.gz
humaneval,HumanEval/86,True,stop,False,159,4819,96.8985478579998,0.11774941347539425,0.02008733882202665,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00030_5a55b87f192c.json.gz
humaneval,HumanEval/134,True,length,True,166,8192,150.8793038725853,0.11901186779141426,0.01840560273529409,evalscope_fallback_or_missing,no_closed_think_or_server_reasoning_channel,raw_responses/00031_c6ecb6589022.json.gz
