dataset,case_id,http_success,finish_reason,is_length_capped,prompt_tokens,completion_tokens,e2e_s,ttft_s,tpot_s,token_count_source,answer_extraction,raw_response_file
humaneval,HumanEval/38,True,stop,False,187,1463,21.472390884533525,0.1371831689029932,0.014593165332168626,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00000_bf9edc3d1d07.json.gz
humaneval,HumanEval/10,True,stop,False,171,2048,30.834409879520535,0.13741205260157585,0.014996090780126507,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00001_d505d82ce89e.json.gz
humaneval,HumanEval/56,True,stop,False,121,833,13.7530184276402,0.09772897884249687,0.016412607510574162,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00002_7450b50dff3a.json.gz
humaneval,HumanEval/127,True,stop,False,283,3017,46.87339473888278,0.12823898158967495,0.01549905694870461,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00003_98b9a749f939.json.gz
humaneval,HumanEval/27,True,stop,False,77,3085,48.00608183629811,0.1378975361585617,0.015521460538307245,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00004_c717ba6bba56.json.gz
humaneval,HumanEval/117,True,stop,False,210,2455,39.283746967092156,0.09901255182921886,0.015967699435722467,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00005_09425deda7c0.json.gz
humaneval,HumanEval/111,True,stop,False,180,1120,17.46341395750642,0.10011441633105278,0.015516800304893087,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00006_1bbc11f23e15.json.gz
humaneval,HumanEval/50,True,stop,False,120,1651,25.040397960692644,0.11469452641904354,0.015106486929862788,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00007_6222b9f3308a.json.gz
humaneval,HumanEval/161,True,stop,False,140,1043,16.535937890410423,0.10191509686410427,0.01577161496501566,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00008_1c7893647126.json.gz
humaneval,HumanEval/0,True,stop,False,153,2245,35.33178381063044,0.08710411563515663,0.015706185247324103,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00009_d82bbe058f2c.json.gz
humaneval,HumanEval/26,True,stop,False,113,3383,53.16880786791444,0.11303464323282242,0.015687691669036552,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00010_76934f5896a1.json.gz
humaneval,HumanEval/115,True,stop,False,355,1087,18.079934865236282,0.10558617301285267,0.016550965646614575,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00011_80c54a50a177.json.gz
humaneval,HumanEval/159,True,stop,False,319,1195,19.63287077099085,0.11951483227312565,0.016342844169780338,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00012_13235ce0ad4b.json.gz
humaneval,HumanEval/28,True,stop,False,86,475,8.25069284439087,0.10006299614906311,0.017195421620763304,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00013_88f399f279a6.json.gz
humaneval,HumanEval/69,True,stop,False,194,2060,34.46729223616421,0.11630226112902164,0.01668333655902632,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00014_919a468f56b8.json.gz
humaneval,HumanEval/101,True,stop,False,145,4263,69.21962329000235,0.09385211579501629,0.01621909225110449,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00015_a6de4bdc99c4.json.gz
humaneval,HumanEval/29,True,stop,False,116,773,11.885091248899698,0.09940168261528015,0.015266437262026448,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00016_1047455a5140.json.gz
humaneval,HumanEval/105,True,stop,False,308,1755,28.14962850138545,0.12600278481841087,0.01597698159439398,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00017_be1eb3b9b637.json.gz
humaneval,HumanEval/87,True,stop,False,288,3238,53.19365759193897,0.10025586374104023,0.016402039458819257,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00018_8aac81389452.json.gz
humaneval,HumanEval/78,True,stop,False,344,1125,18.65406151302159,0.11608471721410751,0.016492861917978184,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00019_09b43a58cf00.json.gz
humaneval,HumanEval/123,True,stop,False,261,2585,44.028143810108304,0.11269230581820011,0.016995143771010104,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00020_de60c03a27b2.json.gz
humaneval,HumanEval/118,True,stop,False,178,4903,82.5425880793482,0.10102814994752407,0.016817943682048284,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00021_8d3b1d30f7cd.json.gz
humaneval,HumanEval/95,True,stop,False,202,3223,55.71882529743016,0.09573911316692829,0.017263527679783747,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00022_f8853c706dc1.json.gz
humaneval,HumanEval/61,True,stop,False,118,682,11.425166260451078,0.11935880035161972,0.0166017730691622,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00023_90114d6ec6ea.json.gz
humaneval,HumanEval/55,True,stop,False,84,2208,38.620090786367655,0.10534813441336155,0.017451174740350836,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00024_e5f5630acd2a.json.gz
humaneval,HumanEval/39,True,stop,False,128,5344,92.6348117440939,0.10154426284134388,0.01731859769441373,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00025_72b6acc2e3e0.json.gz
humaneval,HumanEval/71,True,stop,False,152,3796,66.67557955160737,0.0987072829157114,0.01754331285077514,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00026_af92df87a5f0.json.gz
humaneval,HumanEval/60,True,stop,False,133,1044,19.97081292234361,0.14320648647844791,0.01901016916190332,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00027_3cb575d5ce14.json.gz
humaneval,HumanEval/86,True,stop,False,159,3670,66.99724586121738,0.13071896880865097,0.018224727961953863,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00028_5a55b87f192c.json.gz
humaneval,HumanEval/19,True,stop,False,134,1113,21.903060246258974,0.10565925948321819,0.019601979304654456,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00029_2a6bdf94f301.json.gz
humaneval,HumanEval/113,True,length,True,211,8192,151.29348209500313,0.11608312465250492,0.018456525329062463,evalscope_fallback_or_missing,no_closed_think_or_server_reasoning_channel,raw_responses/00030_987722152444.json.gz
humaneval,HumanEval/134,True,length,True,166,8192,149.885393852368,0.10224146954715252,0.01828630843399107,evalscope_fallback_or_missing,no_closed_think_or_server_reasoning_channel,raw_responses/00031_c6ecb6589022.json.gz
