dataset,case_id,http_success,finish_reason,is_length_capped,prompt_tokens,completion_tokens,e2e_s,ttft_s,tpot_s,token_count_source,answer_extraction,raw_response_file
math_500,test/prealgebra/1640.json,True,stop,False,59,2137,39.5137215834111,9.490174828097224,0.014055967582075784,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00000_2108e189b5b8.json.gz
math_500,test/prealgebra/954.json,True,stop,False,77,2229,40.93933385051787,9.49014488607645,0.014115434903250188,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00001_abc07b8cf6cc.json.gz
math_500,test/intermediate_algebra/1232.json,True,stop,False,56,2684,47.857351219281554,9.49115851521492,0.014299736378705416,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00002_e59e6956285a.json.gz
math_500,test/prealgebra/1356.json,True,stop,False,98,1477,23.026202337816358,0.09044659696519375,0.01553912990572572,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00003_ee962a54b3f1.json.gz
math_500,test/intermediate_algebra/986.json,True,stop,False,106,4803,82.59542130492628,9.492922272533178,0.015223344238315931,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00004_c25cf2cd7750.json.gz
math_500,test/algebra/1143.json,True,stop,False,66,3254,53.53862234391272,0.08942622691392899,0.016430739660928003,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00005_ecff3a7b6952.json.gz
math_500,test/prealgebra/2086.json,True,stop,False,56,2206,37.866044307127595,0.07955045625567436,0.017136731905157333,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00006_c41d44d9e74f.json.gz
math_500,test/number_theory/1185.json,True,stop,False,86,6215,107.27607030794024,9.485028123483062,0.01573721309695159,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00007_4e9cb7337435.json.gz
math_500,test/intermediate_algebra/966.json,True,stop,False,71,4539,77.09211474843323,0.09117265790700912,0.016968034837048528,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00008_073583dd5bb3.json.gz
math_500,test/number_theory/466.json,True,stop,False,56,1986,34.89498949050903,0.10593027621507645,0.01752597441526144,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00009_2a302ad965bf.json.gz
math_500,test/precalculus/779.json,True,stop,False,58,2156,38.30119999870658,0.12395597994327545,0.017715658477384363,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00010_1ce45577d321.json.gz
math_500,test/number_theory/515.json,True,stop,False,42,4172,74.29020904190838,0.11955852434039116,0.017782462363358426,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00011_58b5d6e1e2d0.json.gz
math_500,test/intermediate_algebra/1168.json,True,stop,False,77,1970,36.136656150221825,0.13093429245054722,0.01828629855651157,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00012_a6903a5c173f.json.gz
math_500,test/prealgebra/1804.json,True,stop,False,338,1527,29.587695136666298,0.1744811963289976,0.01927471424661684,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00013_479e865ce381.json.gz
math_500,test/precalculus/989.json,True,stop,False,75,12443,227.5674970280379,9.49073331989348,0.017527468550726927,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00014_efcc89122da6.json.gz
math_500,test/precalculus/1252.json,True,stop,False,84,4161,84.03855895809829,0.11980319023132324,0.020172777828814176,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00015_c6413f755504.json.gz
math_500,test/intermediate_algebra/591.json,True,stop,False,72,3657,77.46927092410624,0.11411436274647713,0.021158412626192495,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00016_e163cbd7af39.json.gz
math_500,test/number_theory/203.json,True,stop,False,47,8382,164.45570854097605,0.10665623098611832,0.01960971868631308,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00017_19407cc7c7e6.json.gz
math_500,test/intermediate_algebra/1572.json,True,stop,False,89,1825,39.16198304668069,0.18465274758636951,0.021369150383275394,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00018_15c33d18eed8.json.gz
math_500,test/intermediate_algebra/128.json,True,stop,False,76,7147,149.98309617117047,0.12283619306981564,0.020971209064945515,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00019_4f9056e89995.json.gz
math_500,test/geometry/434.json,True,length,True,173,16384,311.78948240727186,9.490950105711818,0.018451964371699936,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00020_397436299cf0.json.gz
math_500,test/geometry/880.json,True,length,True,167,16384,311.78899307362735,9.490559915080667,0.018451958320121264,evalscope_fallback_or_missing,no_closed_think_or_server_reasoning_channel,raw_responses/00021_ddc27cd7dc7e.json.gz
math_500,test/number_theory/89.json,True,stop,False,52,4010,85.49844429828227,0.24399725906550884,0.021265763791273824,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00022_e91cf3157bab.json.gz
math_500,test/algebra/1937.json,True,stop,False,47,2310,49.5160690844059,0.14810516498982906,0.021380668652843684,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00023_1f48800fb5fe.json.gz
math_500,test/geometry/226.json,True,stop,False,202,4372,90.44508732482791,0.17355927266180515,0.02065237429699522,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00024_c84d627b4682.json.gz
math_500,test/number_theory/417.json,True,stop,False,42,10087,200.91658088564873,0.10933412052690983,0.019909502951132443,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00025_4f43be77467d.json.gz
math_500,test/prealgebra/1747.json,True,stop,False,43,1755,29.615345787256956,0.1556529514491558,0.016795719974804904,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00026_90767d48348b.json.gz
math_500,test/geometry/967.json,True,stop,False,57,1759,26.531652223318815,0.09113643690943718,0.015040111368833549,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00027_2f6421c7d2c5.json.gz
math_500,test/algebra/2157.json,True,stop,False,48,2202,32.928654877468944,0.08461950533092022,0.014922324112738765,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00028_9307f340856a.json.gz
math_500,test/number_theory/357.json,True,stop,False,49,3491,51.694129925221205,0.17559172213077545,0.014761758797447115,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00029_d6bd4523eac1.json.gz
math_500,test/number_theory/1065.json,True,stop,False,64,5631,81.82745856977999,0.31584754027426243,0.01447808366421061,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00030_54bcba5b150e.json.gz
math_500,test/intermediate_algebra/960.json,True,length,True,91,16384,232.6541128810495,0.1307895015925169,0.014192963643988097,evalscope_fallback_or_missing,no_closed_think_or_server_reasoning_channel,raw_responses/00031_e917e86e556e.json.gz
