dataset,case_id,http_success,finish_reason,is_length_capped,is_length_limit_termination,prompt_tokens,completion_tokens,e2e_s,ttft_s,tpot_s,token_count_source,answer_extraction,raw_response_file
math_500,test/prealgebra/1640.json,True,stop,False,False,59,2137,30.2519907746464,0.1817736830562353,0.014077816990444834,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00000_2108e189b5b8.json.gz
math_500,test/prealgebra/954.json,True,stop,False,False,77,2229,31.68018233217299,0.18080362677574158,0.014137961716964654,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00001_abc07b8cf6cc.json.gz
math_500,test/intermediate_algebra/986.json,True,stop,False,False,106,3422,50.42927012220025,0.11528247781097889,0.014707391886696659,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00002_c25cf2cd7750.json.gz
math_500,test/intermediate_algebra/1232.json,True,stop,False,False,56,3607,53.447420148178935,0.1825536247342825,0.014771177627133847,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00003_e59e6956285a.json.gz
math_500,test/prealgebra/1356.json,True,stop,False,False,98,1477,23.379537703469396,0.090354660525918,0.01577857929738718,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00004_ee962a54b3f1.json.gz
math_500,test/algebra/1143.json,True,stop,False,False,66,3254,53.05398717522621,0.08902464061975479,0.016281882119460946,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00005_ecff3a7b6952.json.gz
math_500,test/number_theory/1185.json,True,stop,False,False,86,5581,86.42324685491621,0.18409141339361668,0.015455045778050645,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00006_4e9cb7337435.json.gz
math_500,test/prealgebra/2086.json,True,stop,False,False,56,2206,36.94238266348839,0.09173049405217171,0.01671231390904137,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00007_c41d44d9e74f.json.gz
math_500,test/number_theory/466.json,True,stop,False,False,56,1986,34.89092847146094,0.10624522529542446,0.0175237698973126,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00008_2a302ad965bf.json.gz
math_500,test/precalculus/779.json,True,stop,False,False,58,2156,38.687138732522726,0.10340657271444798,0.017904284064876232,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00009_1ce45577d321.json.gz
math_500,test/number_theory/515.json,True,stop,False,False,42,4445,77.1388056576252,0.07364288717508316,0.017341395762927567,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00010_58b5d6e1e2d0.json.gz
math_500,test/intermediate_algebra/1168.json,True,stop,False,False,77,1983,37.81151261739433,0.10155132412910461,0.01902621659599658,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00011_a6903a5c173f.json.gz
math_500,test/intermediate_algebra/966.json,True,stop,False,False,71,6637,119.15602355450392,0.0987832061946392,0.017941115182083977,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00012_073583dd5bb3.json.gz
math_500,test/prealgebra/1804.json,True,stop,False,False,338,1527,30.86888910457492,0.16390544548630714,0.02012122127070027,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00013_479e865ce381.json.gz
math_500,test/precalculus/1252.json,True,stop,False,False,84,4099,82.58747839927673,0.11810526438057423,0.02012429798313718,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00014_c6413f755504.json.gz
math_500,test/intermediate_algebra/591.json,True,stop,False,False,72,2023,43.69501906260848,0.11697901785373688,0.021551948587910357,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00015_e163cbd7af39.json.gz
math_500,test/precalculus/989.json,True,stop,False,False,75,13197,236.02339665591717,0.18209176883101463,0.017872181334274487,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00016_efcc89122da6.json.gz
math_500,test/number_theory/203.json,True,stop,False,False,47,8054,158.69158263877034,0.1199579518288374,0.019691000209479885,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00017_19407cc7c7e6.json.gz
math_500,test/geometry/434.json,True,stop,False,False,173,14966,272.0355337150395,0.18262198753654957,0.01816591458252609,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00018_397436299cf0.json.gz
math_500,test/algebra/1937.json,True,stop,False,False,47,1802,36.796906530857086,0.20232414826750755,0.0203190351929981,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00019_1f48800fb5fe.json.gz
math_500,test/intermediate_algebra/1572.json,True,stop,False,False,89,2108,41.79469704814255,0.17355243675410748,0.019753746849258874,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00020_15c33d18eed8.json.gz
math_500,test/number_theory/89.json,True,stop,False,False,52,4001,81.64922944456339,0.14248305186629295,0.020376686598174275,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00021_e91cf3157bab.json.gz
math_500,test/prealgebra/1747.json,True,stop,False,False,43,1804,34.62271652929485,0.2045331597328186,0.019089397320888535,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00022_90767d48348b.json.gz
math_500,test/geometry/226.json,True,stop,False,False,202,4465,88.80557811260223,0.17076168023049831,0.019855469630907646,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00023_c84d627b4682.json.gz
math_500,test/number_theory/417.json,True,stop,False,False,42,9734,196.21261489391327,0.10081486217677593,0.02014916264581696,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00024_4f43be77467d.json.gz
math_500,test/intermediate_algebra/128.json,True,stop,False,False,76,7940,161.14588018879294,0.15042664669454098,0.02027905952161461,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00025_4f9056e89995.json.gz
math_500,test/algebra/2157.json,True,stop,False,False,48,2039,39.56840851716697,0.1302869562059641,0.01935138447544701,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00026_9307f340856a.json.gz
math_500,test/number_theory/357.json,True,stop,False,False,49,3521,67.50962500087917,0.12539775669574738,0.019143246376188472,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00027_d6bd4523eac1.json.gz
math_500,test/geometry/967.json,True,stop,False,False,57,2054,38.29754087142646,0.13645266368985176,0.018587963082190264,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00028_2f6421c7d2c5.json.gz
math_500,test/geometry/1108.json,True,stop,False,False,85,1989,36.902442414313555,0.18689534813165665,0.018468585043351055,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00029_14f6b46b807c.json.gz
math_500,test/number_theory/1065.json,True,stop,False,False,64,4203,80.02408342249691,0.11395293474197388,0.01901716575148856,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00030_54bcba5b150e.json.gz
