dataset,case_id,http_success,finish_reason,is_length_capped,prompt_tokens,completion_tokens,e2e_s,ttft_s,tpot_s,token_count_source,answer_extraction,raw_response_file
math_500,test/prealgebra/1640.json,True,stop,False,59,2633,47.49966357648373,0.21767648868262768,0.017964280808435068,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00000_2108e189b5b8.json.gz
math_500,test/prealgebra/954.json,True,stop,False,77,2904,53.50977328047156,0.21746420860290527,0.018357667610013315,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00001_abc07b8cf6cc.json.gz
math_500,test/intermediate_algebra/1232.json,True,stop,False,56,3236,60.835588471964,0.21849489584565163,0.018737896004982487,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00002_e59e6956285a.json.gz
math_500,test/intermediate_algebra/986.json,True,stop,False,106,4853,100.15443141758442,0.22047378309071064,0.0205964463385189,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00003_c25cf2cd7750.json.gz
math_500,test/prealgebra/1356.json,True,stop,False,98,2352,56.12120709940791,0.12564369477331638,0.023817764102354144,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00004_ee962a54b3f1.json.gz
math_500,test/algebra/1143.json,True,stop,False,66,4032,105.46464069187641,0.11060010828077793,0.026135956483154463,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00005_ecff3a7b6952.json.gz
math_500,test/number_theory/1185.json,True,stop,False,86,7441,174.64533026330173,0.21984875574707985,0.023444285148864874,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00006_4e9cb7337435.json.gz
math_500,test/number_theory/515.json,True,stop,False,42,2901,84.61017598211765,0.11583862081170082,0.02913597840045033,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00007_58b5d6e1e2d0.json.gz
math_500,test/number_theory/466.json,True,stop,False,56,2138,67.15973411872983,0.14243017323315144,0.03136046043308221,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00008_2a302ad965bf.json.gz
math_500,test/prealgebra/2086.json,True,stop,False,56,4579,138.0399464648217,0.1481512039899826,0.03012053194863078,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00009_c41d44d9e74f.json.gz
math_500,test/precalculus/779.json,True,stop,False,58,1910,62.30907665193081,0.13946184888482094,0.03256658711526767,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00010_1ce45577d321.json.gz
math_500,test/intermediate_algebra/966.json,True,stop,False,71,6805,197.7959183063358,0.11116291582584381,0.029054196853396524,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00011_073583dd5bb3.json.gz
math_500,test/precalculus/989.json,True,stop,False,75,10466,272.4617868643254,0.21857614628970623,0.026014640297948945,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00012_efcc89122da6.json.gz
math_500,test/intermediate_algebra/1168.json,True,stop,False,77,1691,55.31530292890966,0.14692585170269012,0.032644010104856194,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00013_a6903a5c173f.json.gz
math_500,test/prealgebra/1804.json,True,stop,False,338,1810,56.368814596906304,0.20157849602401257,0.03104877617516987,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00014_479e865ce381.json.gz
math_500,test/intermediate_algebra/591.json,True,stop,False,72,2974,100.54489790089428,0.1367791648954153,0.03377333290817318,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00015_e163cbd7af39.json.gz
