dataset,case_id,http_success,finish_reason,is_length_capped,prompt_tokens,completion_tokens,e2e_s,ttft_s,tpot_s,token_count_source,answer_extraction,raw_response_file
humaneval,HumanEval/27,True,stop,False,77,2031,25.87402362562716,0.09941934980452061,0.012696849396956965,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00000_c717ba6bba56.json.gz
humaneval,HumanEval/10,True,stop,False,171,1475,19.20647948421538,0.08002758026123047,0.012975883245559124,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00001_d505d82ce89e.json.gz
humaneval,HumanEval/127,True,stop,False,283,3551,45.622692581266165,0.09830765053629875,0.012823770403022497,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00002_98b9a749f939.json.gz
humaneval,HumanEval/38,True,stop,False,187,1584,20.063270922750235,0.07334074378013611,0.012627877560941313,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00003_bf9edc3d1d07.json.gz
humaneval,HumanEval/56,True,stop,False,121,1117,14.343064475804567,0.07881783694028854,0.012781583009735017,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00004_7450b50dff3a.json.gz
humaneval,HumanEval/117,True,stop,False,210,2775,35.31438812054694,0.09137705527245998,0.01269755265510976,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00005_09425deda7c0.json.gz
humaneval,HumanEval/50,True,stop,False,120,1562,19.829132735729218,0.07742427475750446,0.012653240525926786,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00006_6222b9f3308a.json.gz
humaneval,HumanEval/111,True,stop,False,180,2086,26.5134623516351,0.08066289499402046,0.012677601657861429,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00007_1bbc11f23e15.json.gz
humaneval,HumanEval/26,True,stop,False,113,2008,25.600427523255348,0.07908725552260876,0.012716163561401464,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00008_76934f5896a1.json.gz
humaneval,HumanEval/0,True,stop,False,153,2545,32.51026403158903,0.088442113250494,0.012744426854692821,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00009_d82bbe058f2c.json.gz
humaneval,HumanEval/101,True,stop,False,145,1874,23.89551653712988,0.08025581762194633,0.01271503508783125,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00010_a6de4bdc99c4.json.gz
